id;depart;arrivee;OnD;list_airports;alpha;list_flights
1;1;5;1;[];0.5152130744196073;[]
2;1;6;2;[];0.17635787105915446;[]
3;1;7;3;[];0.7475792386315239;[]
4;1;8;4;[];0.16466656933668644;[]
5;2;5;5;[];0.6350772248798908;[]
6;2;6;6;[];0.7440950334416438;[]
7;2;7;7;[];0.11394260217032293;[]
8;2;8;8;[];0.2719744725683033;[]
9;3;5;9;[];0.9770760371980716;[]
10;3;6;10;[];0.8471870118005169;[]
11;3;7;11;[];0.5467685131613347;[]
12;3;8;12;[];0.39067655411522195;[]
13;4;5;13;[];0.17829145015175074;[]
14;4;6;14;[];0.1715213228546757;[]
15;4;7;15;[];0.42933947848990295;[]
16;4;8;16;[];0.03089895719779867;[]
17;5;9;17;[];0.19635440537952809;[]
18;5;10;18;[];0.6041205717127272;[]
19;5;11;19;[];0.2197897000858693;[]
20;5;12;20;[];0.9495335583881612;[]
21;5;13;21;[];0.5074143607663242;[]
22;5;14;22;[];0.6160696769087834;[]
23;5;15;23;[];0.14931995347691296;[]
24;5;16;24;[];0.43778349796287963;[]
25;6;9;25;[];0.42285521288211236;[]
26;6;10;26;[];0.38721584492392735;[]
27;6;11;27;[];0.6153676502742413;[]
28;6;12;28;[];0.7791901604124878;[]
29;6;13;29;[];0.3763326294663978;[]
30;6;14;30;[];0.26633953559617995;[]
31;6;15;31;[];0.9653831142547682;[]
32;6;16;32;[];0.4597176798487339;[]
33;7;9;33;[];0.0332213986447325;[]
34;7;10;34;[];0.32244301164766465;[]
35;7;11;35;[];0.9137936641881705;[]
36;7;12;36;[];0.4614096250555286;[]
37;7;13;37;[];0.7791781429696041;[]
38;7;14;38;[];0.5478520083881548;[]
39;7;15;39;[];0.37983257442025686;[]
40;7;16;40;[];0.449063755798796;[]
41;8;9;41;[];0.722302788787575;[]
42;8;10;42;[];0.8084667912804087;[]
43;8;11;43;[];0.6579273314579914;[]
44;8;12;44;[];0.8968643797254063;[]
45;8;13;45;[];0.8295547422773537;[]
46;8;14;46;[];0.5341071892459459;[]
47;8;15;47;[];0.597771925420242;[]
48;8;16;48;[];0.09436813473006866;[]
49;9;17;49;[];0.9606226680374599;[]
50;9;18;50;[];0.311663997095065;[]
51;9;19;51;[];0.9130702024481627;[]
52;9;20;52;[];0.006728972079478979;[]
53;9;21;53;[];0.9632627657101123;[]
54;9;22;54;[];0.3179738013545239;[]
55;9;23;55;[];0.7682378897474342;[]
56;10;17;56;[];0.5636481594516949;[]
57;10;18;57;[];0.2106813940884098;[]
58;10;19;58;[];0.38327590015347757;[]
59;10;20;59;[];0.8157313291348194;[]
60;10;21;60;[];0.9533735687408433;[]
61;10;22;61;[];0.635332050370734;[]
62;10;23;62;[];0.3920993301153779;[]
63;11;17;63;[];0.35154373814274353;[]
64;11;18;64;[];0.9688061520974667;[]
65;11;19;65;[];0.1483979622419842;[]
66;11;20;66;[];0.36087658840532666;[]
67;11;21;67;[];0.6011257118465845;[]
68;11;22;68;[];0.6010019737619348;[]
69;11;23;69;[];0.428522525791343;[]
70;12;17;70;[];0.6244706620585732;[]
71;12;18;71;[];0.7678423978810966;[]
72;12;19;72;[];0.7083479222414029;[]
73;12;20;73;[];0.6018761363409588;[]
74;12;21;74;[];0.6758385214998861;[]
75;12;22;75;[];0.4371142782367683;[]
76;12;23;76;[];0.14442898605469012;[]
77;13;17;77;[];0.4374484691491771;[]
78;13;18;78;[];0.16831059880586152;[]
79;13;19;79;[];0.9877648066410218;[]
80;13;20;80;[];0.14602504357987955;[]
81;13;21;81;[];0.3032155330071298;[]
