id;depart;arrivee;OnD;list_airports;alpha;list_flights
1;1;6;1;[];0.6320205943403714;[]
2;1;7;2;[];0.03634033617075505;[]
3;1;8;3;[];0.4650599843929901;[]
4;1;9;4;[];0.9589045318906317;[]
5;2;6;5;[];0.9073389476368974;[]
6;2;7;6;[];0.5135806818460658;[]
7;2;8;7;[];0.5651066252220209;[]
8;2;9;8;[];0.04393121497169017;[]
9;3;6;9;[];0.4425142452008717;[]
10;3;7;10;[];0.00347553998564587;[]
11;3;8;11;[];0.5221124407964899;[]
12;3;9;12;[];0.13555230683245667;[]
13;4;6;13;[];0.9637483505234863;[]
14;4;7;14;[];0.42754012722111345;[]
15;4;8;15;[];0.4239285904070138;[]
16;4;9;16;[];0.9821105930249368;[]
17;5;6;17;[];0.5694822971725302;[]
18;5;7;18;[];0.5535786679377324;[]
19;5;8;19;[];0.7321090029442228;[]
20;5;9;20;[];0.1215814999581577;[]
21;6;10;21;[];0.33687312792599;[]
22;6;11;22;[];0.7616786701063432;[]
23;6;12;23;[];0.026748067694408517;[]
24;6;13;24;[];0.936412257898706;[]
25;7;10;25;[];0.5515608202032942;[]
26;7;11;26;[];0.019592670245904387;[]
27;7;12;27;[];0.3625594058784001;[]
28;7;13;28;[];0.05052107559619534;[]
29;8;10;29;[];0.24862451324213297;[]
30;8;11;30;[];0.9986466165769883;[]
31;8;12;31;[];0.5432225736880683;[]
32;8;13;32;[];0.19871399492245434;[]
33;9;10;33;[];0.48566931122798573;[]
34;9;11;34;[];0.7078952444487985;[]
35;9;12;35;[];0.04114608004111453;[]
36;9;13;36;[];0.6348190927489064;[]
37;10;14;37;[];0.27675061348859953;[]
38;10;15;38;[];0.43639346344428676;[]
39;10;16;39;[];0.01224315554116151;[]
40;10;17;40;[];0.16249657220978841;[]
41;10;18;41;[];0.8587718949387462;[]
42;11;14;42;[];0.8597437877443188;[]
43;11;15;43;[];0.8420341682081098;[]
44;11;16;44;[];0.00938251951149427;[]
45;11;17;45;[];0.1679797862666561;[]
46;11;18;46;[];0.32824610137225796;[]
47;12;14;47;[];0.7206731694731099;[]
48;12;15;48;[];0.8123973157923983;[]
49;12;16;49;[];0.2303869631445512;[]
50;12;17;50;[];0.7307740328790804;[]
51;12;18;51;[];0.6872126752000278;[]
52;13;14;52;[];0.5672402207673539;[]
53;13;15;53;[];0.3594855878324035;[]
54;13;16;54;[];0.3612062734308168;[]
55;13;17;55;[];0.1825982262402741;[]
56;13;18;56;[];0.1976455741926244;[]
57;14;19;57;[];0.4701214289362585;[]
58;14;20;58;[];0.1356688630501175;[]
59;14;21;59;[];0.6291157945899475;[]
60;14;22;60;[];0.6440321715108699;[]
61;14;23;61;[];0.25022390705868913;[]
62;15;19;62;[];0.40818745091812025;[]
63;15;20;63;[];0.8239572886170206;[]
64;15;21;64;[];0.6090697438403079;[]
65;15;22;65;[];0.2924958434278895;[]
66;15;23;66;[];0.9251683980410543;[]
67;16;19;67;[];0.8975679787195572;[]
68;16;20;68;[];0.8451246256379921;[]
69;16;21;69;[];0.825074918670788;[]
70;16;22;70;[];0.08875580708713415;[]
71;16;23;71;[];0.91081742538424;[]
72;17;19;72;[];0.1501575566622464;[]
73;17;20;73;[];0.29940386925013773;[]
74;17;21;74;[];0.5141989759646024;[]
75;17;22;75;[];0.26215548350652207;[]
76;17;23;76;[];0.3018887948774238;[]
77;18;19;77;[];0.5242475991381093;[]
78;18;20;78;[];0.5635933620551137;[]
