id;depart;arrivee;OnD;list_airports;alpha;list_flights
1;1;8;1;[];0.8949821069540709;[]
2;1;9;2;[];0.5942228378004055;[]
3;1;10;3;[];0.06291132835433366;[]
4;1;11;4;[];0.17818308271245353;[]
5;1;12;5;[];0.7244094682995486;[]
6;1;13;6;[];0.2633135545014751;[]
7;2;8;7;[];0.35030093498443127;[]
8;2;9;8;[];0.12259551583594397;[]
9;2;10;9;[];0.3460871586298866;[]
10;2;11;10;[];0.6248022259342763;[]
11;2;12;11;[];0.17531468418976415;[]
12;2;13;12;[];0.8881154705886658;[]
13;3;8;13;[];0.1869719553140654;[]
14;3;9;14;[];0.6656771206362626;[]
15;3;10;15;[];0.6302015404132122;[]
16;3;11;16;[];0.9283467926741713;[]
17;3;12;17;[];0.19761120120064546;[]
18;3;13;18;[];0.21352805018342913;[]
19;4;8;19;[];0.36507336086568554;[]
20;4;9;20;[];0.4574867157469402;[]
21;4;10;21;[];0.589503124800494;[]
22;4;11;22;[];0.20913975410943264;[]
23;4;12;23;[];0.4897051004571067;[]
24;4;13;24;[];0.5597007395697573;[]
25;5;8;25;[];0.9708178138359327;[]
26;5;9;26;[];0.011668300774114071;[]
27;5;10;27;[];0.8934130380315877;[]
28;5;11;28;[];0.41040658040798417;[]
29;5;12;29;[];0.5711222361952646;[]
30;5;13;30;[];0.6707683003478404;[]
31;6;8;31;[];0.6709509068487947;[]
32;6;9;32;[];0.5522905974198093;[]
33;6;10;33;[];0.6112504412472015;[]
34;6;11;34;[];0.03751180708694912;[]
35;6;12;35;[];0.12995224965555163;[]
36;6;13;36;[];0.6589264796392178;[]
37;7;8;37;[];0.2588610423059905;[]
38;7;9;38;[];0.5531298613493376;[]
39;7;10;39;[];0.5681211049807349;[]
40;7;11;40;[];0.1326205869892152;[]
41;7;12;41;[];0.6899224640145736;[]
42;7;13;42;[];0.841560203143803;[]
43;8;14;43;[];0.5745801475107997;[]
44;8;15;44;[];0.5614518764562955;[]
45;8;16;45;[];0.3357656163643701;[]
46;8;17;46;[];0.17465341349689778;[]
47;9;14;47;[];0.7502283547819311;[]
48;9;15;48;[];0.6631999587544923;[]
49;9;16;49;[];0.1977424216319632;[]
50;9;17;50;[];0.7614186475942213;[]
51;10;14;51;[];0.7346113269885817;[]
52;10;15;52;[];0.9148361505464426;[]
53;10;16;53;[];0.8854864347904396;[]
54;10;17;54;[];0.5664900889861793;[]
55;11;14;55;[];0.21000530826072006;[]
56;11;15;56;[];0.7140331803205955;[]
57;11;16;57;[];0.7288100567512377;[]
58;11;17;58;[];0.46296351660270063;[]
59;12;14;59;[];0.8396419600300187;[]
60;12;15;60;[];0.9353453262245008;[]
61;12;16;61;[];0.8880647369367407;[]
62;12;17;62;[];0.3155930764322812;[]
63;13;14;63;[];0.6294966379879987;[]
64;13;15;64;[];0.08830246891988902;[]
