id;depart;arrivee;OnD;list_airports;alpha;list_flights
1;1;7;1;[];0.10952929763983099;[4]
2;1;8;2;[];0.2062747285193096;[2]
3;1;9;3;[];0.2995017153310504;[1]
4;1;10;4;[];0.64564220872523;[3]
5;2;7;5;[];0.3518566147687703;[11]
6;2;8;6;[];0.3434676120631446;[10]
7;2;9;7;[];0.4917872029336894;[9]
8;2;10;8;[];0.4170486533839668;[8]
9;3;7;9;[];0.40899422387471907;[19]
10;3;8;10;[];0.8696238038012636;[20]
11;3;9;11;[];0.5904126001047634;[17]
12;3;10;12;[];0.081470370344775;[18]
13;4;7;13;[];0.1774936539778207;[24]
14;4;8;14;[];0.42086414650668136;[25]
15;4;9;15;[];0.45351952669054985;[26]
16;4;10;16;[];0.259163584511092;[27]
17;5;7;17;[];0.593764621849167;[36]
18;5;8;18;[];0.36769277974303116;[35]
19;5;9;19;[];0.7613725801877358;[34]
20;5;10;20;[];0.13002250809767424;[33]
21;6;7;21;[];0.8064832536935194;[45]
22;6;8;22;[];0.961177670678929;[43]
23;6;9;23;[];0.7868223437235502;[44]
24;6;10;24;[];0.6592968275999951;[42]
25;7;11;25;[];0.9607796700952049;[0]
26;7;12;26;[];0.3750065712649533;[53]
27;7;13;27;[];0.4275902684885613;[0]
28;7;14;28;[];0.33521069982125296;[52]
29;7;15;29;[];0.2275198235230571;[51]
30;7;16;30;[];0.054742927520258;[50]
31;7;17;31;[];0.4495271938082337;[54]
32;8;11;32;[];0.10763469268926351;[0]
33;8;12;33;[];0.8506508124687462;[64]
34;8;13;34;[];0.7427004902982295;[60]
35;8;14;35;[];0.7017675837617539;[59]
36;8;15;36;[];0.06982532698862731;[61]
37;8;16;37;[];0.5413316197906342;[63]
38;8;17;38;[];0.8381588983140495;[62]
39;9;11;39;[];0.2126317251177854;[72]
40;9;12;40;[];0.4340003736412341;[69]
41;9;13;41;[];0.6700602355472205;[71]
42;9;14;42;[];0.9842246627572742;[0]
43;9;15;43;[];0.1121362750341317;[0]
44;9;16;44;[];0.3949870459882878;[0]
45;9;17;45;[];0.2662498570170866;[70]
46;10;11;46;[];0.01346436695960751;[80]
47;10;12;47;[];0.652884209684438;[79]
48;10;13;48;[];0.37420230673193;[82]
49;10;14;49;[];0.9681709203897959;[0]
50;10;15;50;[];0.863891496512688;[81]
51;10;16;51;[];0.3372073848611796;[78]
52;10;17;52;[];0.4558968789449682;[0]
53;11;18;53;[];0.2737589634959934;[0]
54;11;19;54;[];0.3923256314687662;[88]
55;11;20;55;[];0.8977410770730974;[89]
56;11;21;56;[];0.3514600962417165;[87]
57;11;22;57;[];0.9389556897361668;[86]
58;11;23;58;[];0.2731938095402404;[0]
59;12;18;59;[];0.06845967100439942;[93]
60;12;19;60;[];0.35311821720895464;[97]
61;12;20;61;[];0.2663578319974089;[96]
62;12;21;62;[];0.31588407489360715;[94]
63;12;22;63;[];0.9253013602666589;[95]
64;12;23;64;[];0.35912459150365206;[98]
65;13;18;65;[];0.9673084524111302;[0]
66;13;19;66;[];0.5952567194269731;[103]
67;13;20;67;[];0.14568558027054923;[106]
68;13;21;68;[];0.8471335148635315;[104]
69;13;22;69;[];0.14731346554820246;[0]
70;13;23;70;[];0.4198630353714312;[105]
71;14;18;71;[];0.5872327294164854;[115]
72;14;19;72;[];0.10918666439227986;[114]
73;14;20;73;[];0.7604857837864119;[116]
74;14;21;74;[];0.3888359713602123;[113]
75;14;22;75;[];0.06259686392910058;[112]
76;14;23;76;[];0.37971268994158636;[111]
77;15;18;77;[];0.8384971522953721;[121]
78;15;19;78;[];0.43461632460471544;[0]
79;15;20;79;[];0.4005050618309618;[120]
80;15;21;80;[];0.08256442151568488;[122]
81;15;22;81;[];0.17316267611133918;[123]
82;15;23;82;[];0.46383234336873347;[0]
83;16;18;83;[];0.972798352932444;[131]
84;16;19;84;[];0.13527703458325058;[0]
85;16;20;85;[];0.019033868530466513;[129]
86;16;21;86;[];0.7239653507572235;[132]
87;16;22;87;[];0.20117101053146547;[128]
88;16;23;88;[];0.9021549099800199;[130]
89;17;18;89;[];0.4409810152078095;[139]
90;17;19;90;[];0.8874412000184426;[138]
91;17;20;91;[];0.41371729047741423;[140]
92;17;21;92;[];0.6069520571263984;[136]
93;17;22;93;[];0.14279370177308204;[137]
94;17;23;94;[];0.7080299843810225;[0]
95;18;24;95;[];0.38803746955412644;[147]
96;18;25;96;[];0.2652569558250062;[148]
97;18;26;97;[];0.8767085882690331;[145]
98;18;27;98;[];0.889243800896959;[146]
99;19;24;99;[];0.4889780455988706;[154]
100;19;25;100;[];0.3485020438817359;[152]
101;19;26;101;[];0.5189677885965505;[155]
102;19;27;102;[];0.14080025633362014;[153]
103;20;24;103;[];0.8862639764271083;[160]
104;20;25;104;[];0.19701934996788584;[162]
105;20;26;105;[];0.02390222606182868;[161]
106;20;27;106;[];0.6505305281184084;[163]
107;21;24;107;[];0.6046650056032508;[167]
108;21;25;108;[];0.20580066083626503;[169]
109;21;26;109;[];0.6639628662538295;[170]
110;21;27;110;[];0.25317144322626706;[168]
111;22;24;111;[];0.06373875596220846;[174]
112;22;25;112;[];0.1445498870743056;[176]
113;22;26;113;[];0.937734448964562;[177]
114;22;27;114;[];0.2552673899283242;[175]
115;23;24;115;[];0.2363723197459533;[183]
116;23;25;116;[];0.6595712053935088;[184]
117;23;26;117;[];0.9831795600865394;[181]
118;23;27;118;[];0.04194385610227824;[182]
119;24;28;119;[];0.7703195632090645;[189]
120;24;29;120;[];0.5236358647906163;[191]
121;24;30;121;[];0.7361978768782194;[190]
122;24;31;122;[];0.23890270026701899;[192]
123;25;28;123;[];0.7125065266995325;[199]
124;25;29;124;[];0.11568952602763405;[197]
125;25;30;125;[];0.2760911186575057;[200]
126;25;31;126;[];0.4232535541426383;[198]
127;26;28;127;[];0.419428921932554;[205]
128;26;29;128;[];0.6125258542659437;[204]
129;26;30;129;[];0.9650844596285013;[207]
130;26;31;130;[];0.7763419273668284;[206]
131;27;28;131;[];0.46908204426748146;[211]
132;27;29;132;[];0.21492726950453922;[214]
133;27;30;133;[];0.08007949418201377;[213]
134;27;31;134;[];0.3675186904248686;[212]
135;28;32;135;[];0.019033436541960214;[222]
136;28;33;136;[];0.054732007604203714;[219]
137;28;34;137;[];0.48191639055192304;[220]
